Stock,Current Price,Previous Close,Volume,Market Cap,Day High,Day Low,52W High,52W Low,1M Return,3M Return,6M Return,RSI,SMA20,SMA50,MACD,ATR,Institutional Score,Confidence,Buy Probability,Composite Score,Trade Signal,Sector,Sector Rank,Sector Percentile,Market Leader,Relative Strength Score,Elite Stock
AMBICAAGAR.NS,23.87,23.82,265,410024552.4158478,24.0,23.5,32.38999938964844,20.0,1.14,-1.57,-8.26,51.71,23.79,23.47,0.04,1.23,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,-3.43,NO
AUTOAXLES.NS,1748.9,1692.5,118676,26429326450.844604,1856.0,1695.0,2115.0,1540.199951171875,-3.05,-10.22,6.8,47.99,1789.74,1756.35,-22.01,69.42,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,-1.26,NO
BLACKBUCK.NS,540.0,532.45,1914583,98224058700.0,558.9500122070312,528.2999877929688,748.0,420.0,-12.61,-13.81,-17.32,42.36,562.32,575.34,-14.94,24.34,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,-14.85,NO
ABMINTLLTD.NS,47.99,45.73,723,451489935.7910156,48.0099983215332,43.45000076293945,78.20999908447266,34.0,-3.5,-15.27,-0.31,58.21,43.82,44.91,0.24,2.16,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,-5.75,NO
AFSL.NS,201.04,201.0,15725,10211392212.583618,202.17999267578125,201.0,269.5,194.41000366210938,-0.96,-1.85,-4.55,46.23,202.36,202.33,-0.4,3.84,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,-2.66,NO
BALKRISHNA.NS,18.63,18.72,16637,600249854.1202927,19.299999237060547,18.1299991607666,25.969999313354492,12.0,1.58,9.72,-15.47,57.47,18.54,16.83,0.41,1.03,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,-2.8,NO
APS.NS,352.75,334.45,0,10267761000.0,0.0,0.0,654.0,261.0,-6.16,-9.38,-22.26,49.13,366.13,337.5,-0.44,16.28,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,-13.57,NO
5PAISA.NS,309.6,313.1,16686,14513818253.328278,313.3500061035156,306.6000061035156,433.70001220703125,245.5,-2.94,-8.7,-13.18,45.36,325.81,307.39,-1.59,14.52,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,-8.76,NO
ALKALI.NS,68.0,64.68,6866,692410408.0,69.0,64.0999984741211,117.79000091552734,46.79999923706055,3.5,-4.05,-19.56,57.98,66.29,61.91,0.59,3.17,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,-7.99,NO
ALPHAGEO.NS,226.0,229.65,2719,1438437342.0,233.86000061035156,224.0,298.0,164.8000030517578,2.35,-0.7,-5.75,53.27,224.23,210.75,3.72,11.31,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,-1.81,NO
ALLCARGO.NS,8.59,8.66,1623215,12865917277.252857,8.6899995803833,8.460000038146973,38.34000015258789,7.110000133514404,-8.32,-12.53,-44.54,38.47,9.31,8.64,-0.04,0.44,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,-24.07,NO
BAFNAPH.NS,134.9,134.69,1418,3191239447.1131897,138.39999389648438,133.50999450683594,202.05999755859375,72.01000213623047,1.0,5.48,-19.27,54.83,134.2,124.77,2.35,6.68,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,-5.76,NO
AJMERA.NS,119.54,120.06,201231,23609574370.729065,121.44000244140625,117.2300033569336,221.39999389648438,98.02999877929688,-3.95,-19.21,-41.26,45.49,124.6,119.31,-0.07,0.0,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,-23.45,NO
AGNI.NS,20.0,20.55,0,1011902640.0,0.0,0.0,43.349998474121094,13.600000381469727,-5.66,4.17,-18.37,48.16,20.92,18.7,0.27,0.77,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,-7.8,NO
BBL.NS,2707.0,2673.5,24508,30597545840.0,2762.0,2648.39990234375,3411.0,2051.699951171875,-4.19,6.49,-9.14,49.55,2858.9,2583.83,-12.3,126.89,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,-2.97,NO
ADL.NS,76.01,75.9,2703,423090674.39079285,77.80000305175781,73.55000305175781,109.9000015258789,50.2599983215332,0.16,0.81,-3.32,55.37,74.56,70.27,0.79,5.32,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,-1.04,NO
ACCURACY.NS,5.31,5.24,35953,799473591.3848877,5.360000133514404,5.25,9.609999656677246,3.4000000953674316,-2.75,2.31,-15.85,51.97,5.29,4.78,0.16,0.26,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,-6.47,NO
BHARATGEAR.NS,112.21,109.73,16953,1722991044.1220245,113.80000305175781,106.6500015258789,154.1999969482422,82.05000305175781,3.02,-2.79,0.99,54.34,110.74,103.89,1.65,5.24,25,23.75,22.56,23.77,AVOID,Unknown,41.0,41.6,NO,0.46,NO
3MINDIA.NS,31190.0,31810.0,1812,351357533300.0,31700.0,31130.0,38030.0,27830.0,-0.92,-17.13,-12.6,42.16,32265.25,32053.1,-249.95,875.62,23,21.85,20.76,21.87,AVOID,Unknown,42.0,38.11,NO,-10.45,NO
BLUESTARCO.NS,1670.7,1682.0,190671,343483606926.4971,1686.4000244140625,1661.0,2040.0,1450.0,-10.65,-14.86,-6.9,42.85,1747.1,1752.66,-35.65,60.04,23,21.85,20.76,21.87,AVOID,Unknown,42.0,38.11,NO,-10.41,NO
BLUEDART.NS,4838.5,4911.0,7941,114807608659.0,4889.5,4830.0,7225.0,4683.0,-11.53,-17.09,-18.07,31.66,5314.86,5212.74,-99.4,148.22,23,21.85,20.76,21.87,AVOID,Unknown,42.0,38.11,NO,-15.81,NO
BAYERCROP.NS,4309.6,4354.2,11806,193682444072.07617,4363.0,4300.0,6511.0,4273.0,-10.64,-9.51,-5.83,31.01,4558.77,4623.85,-103.01,102.1,23,21.85,20.76,21.87,AVOID,Unknown,42.0,38.11,NO,-8.38,NO
BECTORFOOD.NS,179.56,184.16,279724,55123230488.71124,184.10000610351562,179.0,315.0,174.3800048828125,-12.99,-17.86,-31.71,36.19,193.22,190.23,-3.57,6.66,23,21.85,20.76,21.87,AVOID,Unknown,42.0,38.11,NO,-21.94,NO
ACC.NS,1351.7,1359.3,85758,253832034227.80005,1353.800048828125,1343.0,2028.800048828125,1251.699951171875,-6.0,-20.39,-26.99,39.19,1394.49,1393.88,-17.76,32.28,23,21.85,20.76,21.87,AVOID,Unknown,42.0,38.11,NO,-18.71,NO
AMDIND.NS,45.28,45.02,5789,867870371.3230896,46.400001525878906,44.79999923706055,68.06999969482422,33.77000045776367,0.51,0.51,-17.42,51.74,45.77,41.94,0.86,2.39,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-6.66,NO
ATAM.NS,70.31,70.91,9939,805963502.0141602,72.69000244140625,68.9000015258789,128.0,48.5,1.97,-3.38,-20.54,48.53,73.16,65.07,1.56,4.44,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-8.64,NO
ASPINWALL.NS,229.4,229.8,2488,1793515219.480957,233.0,220.0,315.0,200.25,1.91,0.25,-11.48,48.92,233.64,222.73,2.39,10.94,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-3.94,NO
BOSCH-HCIL.NS,1333.6,1362.4,7157,36261762238.56006,1359.9000244140625,1325.0,1530.0999755859375,1021.2999877929688,-0.93,-8.08,-10.18,43.67,1408.39,1323.62,8.87,54.06,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-6.78,NO
ASAHISONG.NS,238.51,239.22,3413,2811379794.870636,240.0500030517578,236.1999969482422,454.75,179.63999938964844,-0.77,0.06,-8.27,50.42,242.87,224.03,3.47,13.08,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-3.52,NO
ARCHIES.NS,14.5,14.82,7123,489810000.0,14.869999885559082,14.050000190734863,25.399999618530273,10.859999656677246,-0.96,-16.18,-24.56,47.18,14.97,14.26,0.06,0.93,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-14.97,NO
ANIKINDS.NS,43.9,42.14,1025,1218378077.7484589,43.900001525878906,40.61000061035156,116.9000015258789,32.5,2.57,-7.73,-40.23,50.3,44.49,42.0,0.22,2.66,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-17.64,NO
BPL.NS,54.93,54.48,13218,2690238017.376213,55.0,53.2599983215332,100.30000305175781,37.61000061035156,3.02,-7.49,-16.48,50.82,56.14,51.58,0.73,2.85,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-7.93,NO
ARTNIRMAN.NS,42.12,40.12,1727,1051146693.3441162,42.119998931884766,40.25,72.5,29.389999389648438,-3.97,-2.05,-14.36,53.9,42.01,39.91,-0.45,2.23,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-7.55,NO
ARVEE.NS,161.61,163.89,194,1780942206.7260742,167.1999969482422,161.39999389648438,290.7799987792969,129.11000061035156,-1.46,1.64,-2.62,49.01,165.48,157.28,0.71,10.1,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-0.99,NO
AROGRANITE.NS,25.4,25.17,1440,388619994.1635132,25.709999084472656,25.170000076293945,45.630001068115234,18.670000076293945,-7.1,-15.11,-22.73,45.46,26.6,24.98,0.0,1.66,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-15.76,NO
ATLASCYCLE.NS,100.47,99.54,3359,653440611.7992554,100.5999984741211,96.0,164.3699951171875,76.1500015258789,-6.44,6.07,1.73,52.28,101.25,94.12,0.88,4.98,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,0.58,NO
ANKITMETAL.NS,1.58,1.62,9063,222954596.05580568,1.6299999952316284,1.5700000524520874,2.4800000190734863,1.2899999618530273,-0.63,-8.14,-8.14,48.17,1.61,1.56,0.01,0.09,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-5.89,NO
ANTGRAPHIC.NS,0.85,0.86,36581,131758163.69571686,0.8799999952316284,0.8299999833106995,1.6200000047683716,0.6399999856948853,1.19,-9.57,-16.67,51.58,0.85,0.82,0.0,0.06,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-9.18,NO
AUROIMPEX.NS,31.4,31.4,0,983384479.9999999,0.0,0.0,60.0,21.25,-9.64,-7.78,-12.66,45.49,32.98,30.92,-0.07,0.84,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-10.29,NO
ATLANTAA.NS,41.72,45.31,244958,3400180099.4873047,45.25,41.36000061035156,73.38999938964844,29.40999984741211,1.61,-6.33,-3.58,50.24,41.91,39.57,0.9,2.88,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-2.85,NO
BBTCL.NS,189.01,192.09,208,3876829359.7283936,193.0,189.0,229.35000610351562,149.0,-5.97,-3.41,-9.72,45.42,196.29,184.68,1.06,7.66,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-6.7,NO
BASML.NS,23.74,23.62,25114,1897333424.207449,23.989999771118164,23.309999465942383,38.20000076293945,17.049999237060547,2.37,-8.62,-19.96,51.16,24.16,22.09,0.39,1.07,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-9.86,NO
ADVANIHOTR.NS,52.84,52.71,13008,4884450354.104996,53.209999084472656,52.7400016784668,68.38999938964844,47.0,-3.91,-6.51,-3.06,46.15,53.88,52.56,-0.17,1.54,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-4.35,NO
APOLSINHOT.NS,1120.0,1100.4,547,2912448000.0,1155.0,1085.300048828125,1605.0,950.0,-2.59,-10.87,-13.21,48.22,1139.77,1107.64,-0.87,43.69,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-9.32,NO
ASAL.NS,481.0,482.7,5354,7630774957.0,484.0,474.29998779296875,654.6500244140625,374.5,-0.29,4.57,-6.07,46.87,507.67,462.71,3.58,21.29,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-1.14,NO
BGRENERGY.NS,281.5,268.1,85601,20313479140.0,281.5,265.0,490.79998779296875,94.0,-16.68,-16.43,-31.94,48.42,284.4,295.99,-11.01,14.82,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-22.71,NO
BFINVEST.NS,392.55,399.75,41806,14786426911.590088,399.70001220703125,390.29998779296875,547.0,315.0,-4.94,-7.14,-14.29,41.32,419.68,393.8,1.12,13.68,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-9.34,NO
ADSL.NS,122.78,124.56,79956,6945483798.786621,125.0,121.51000213623047,226.5500030517578,86.2699966430664,3.21,-4.54,-25.9,51.09,123.66,113.04,2.92,6.48,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-10.76,NO
BIRLACABLE.NS,158.0,161.14,65332,4740000000.0,160.99000549316406,154.0,215.1999969482422,104.0,4.84,3.43,6.1,50.52,163.09,143.56,5.38,8.85,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,4.92,NO
BLUECHIP.NS,2.05,2.01,14394,113373894.36288357,2.049999952316284,2.049999952316284,5.800000190734863,1.7999999523162842,-7.66,-14.23,-41.09,50.07,1.94,2.27,-0.08,0.03,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-23.0,NO
BSL.NS,124.0,123.25,3952,1276228832.0,128.0,121.5,208.0,98.0,-0.9,-13.1,-33.76,48.43,126.06,122.29,0.33,6.11,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-17.7,NO
BMWVENTLTD.NS,61.55,60.11,44890,5337308183.841705,61.900001525878906,59.20000076293945,78.0,48.0,4.18,5.74,-11.54,49.45,63.42,59.6,0.31,2.48,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-1.64,NO
BLAL.NS,188.1,191.45,24385,7833330704.177856,193.75,187.00999450683594,235.0,155.5,-2.29,-0.47,-10.08,47.16,194.04,181.87,2.12,8.47,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-4.86,NO
ACL.NS,55.08,55.12,3918,5076841639.972229,55.91999816894531,55.0,109.98999786376953,40.5,-2.69,-7.34,-27.92,48.81,56.05,53.36,0.44,2.27,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-14.18,NO
BEACON.NS,97.5,97.6,0,2120820786.2,0.0,0.0,124.80000305175781,50.0,-0.81,8.33,19.41,50.2,101.61,87.64,3.37,6.73,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,10.02,NO
BFUTILITIE.NS,513.4,524.7,25403,19338561134.819824,524.0,511.29998779296875,898.7000122070312,368.70001220703125,-7.16,-5.49,-24.57,43.37,561.42,492.28,5.48,22.0,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-13.62,NO
ALPA.NS,68.0,69.78,14074,1430760800.0,69.69999694824219,66.80000305175781,120.5,46.099998474121094,1.4,-8.33,-14.27,50.38,68.75,64.57,1.02,3.06,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-7.79,NO
AKASH.NS,27.0,26.77,13134,455288418.0,27.75,26.760000228881836,36.0,22.799999237060547,-0.26,8.83,2.54,52.64,27.06,26.01,0.04,1.2,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,3.59,NO
AKSHARCHEM.NS,199.89,197.66,1681,1605736154.2069855,205.0,192.89999389648438,330.79998779296875,141.3000030517578,-3.07,-11.75,-19.72,50.65,202.65,188.41,2.12,9.18,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-12.33,NO
AGUL.NS,64.0,64.0,0,344943600.0,0.0,0.0,86.0,42.5,-2.07,-16.88,-7.91,57.71,59.75,66.38,-0.92,1.05,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-8.85,NO
BANG.NS,37.47,36.88,5091,508093216.5527344,38.5,36.79999923706055,64.01000213623047,26.610000610351562,-5.64,-16.97,-31.65,47.47,38.72,36.15,0.05,2.19,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-19.44,NO
BANCOINDIA.NS,588.2,590.55,50285,84134541606.06079,594.0,578.5,879.7999877929688,502.0,-4.1,-8.75,-22.94,44.68,614.24,584.14,-0.06,22.14,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-13.03,NO
AISL.NS,59.4,57.85,0,1521773400.0,0.0,0.0,117.25,54.150001525878906,4.21,-20.21,-31.33,53.5,57.23,60.38,-0.51,1.65,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-17.33,NO
BALAJEE.NS,30.8,30.5,10572,2512382179.366379,30.899999618530273,29.600000381469727,59.900001525878906,21.100000381469727,-7.31,-12.72,-24.91,46.34,32.08,29.39,0.12,1.8,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-15.97,NO
ALBERTDAVD.NS,707.95,716.45,554,4040385407.567505,709.2000122070312,704.8499755859375,957.5,579.9000244140625,-0.98,0.08,-11.64,45.51,737.7,700.79,3.49,28.98,20,19.0,18.05,19.02,AVOID,Unknown,43.0,32.04,NO,-4.93,NO
ABREL.NS,1275.6,1271.2,83911,141141562781.2544,1278.0,1245.800048828125,2537.89990234375,1080.0999755859375,-10.73,-11.56,-28.18,40.22,1416.64,1306.38,-22.09,61.0,18,17.1,16.25,17.12,AVOID,Unknown,44.0,26.36,NO,-17.96,NO
AURIONPRO.NS,791.15,730.9,451841,43682185607.48657,799.9500122070312,721.3499755859375,1665.9000244140625,719.5999755859375,-11.57,-20.28,-28.41,44.61,829.22,835.08,-28.03,40.17,18,17.1,16.25,17.12,AVOID,Unknown,44.0,26.36,NO,-20.92,NO
BSOFT.NS,320.1,320.9,553562,89463562494.64893,324.6499938964844,317.79998779296875,474.0,306.3999938964844,-18.84,-31.17,-17.67,33.51,350.99,360.23,-15.23,13.2,18,17.1,16.25,17.12,AVOID,Unknown,44.0,26.36,NO,-22.07,NO
AATMAJ.NS,19.85,19.85,0,604550000.0,0.0,0.0,25.5,16.950000762939453,-4.11,-3.41,0.76,45.17,20.57,20.06,0.17,0.83,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-1.95,NO
AARVI.NS,124.52,124.11,5215,1844228314.2814636,126.48999786376953,123.63999938964844,152.0,96.98999786376953,-5.65,-4.89,-11.29,46.53,126.52,127.53,-1.27,4.43,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-7.68,NO
ARIHANTCAP.NS,69.5,68.93,111001,7618089600.0,70.23999786376953,68.02999877929688,120.0,56.970001220703125,-2.93,-10.54,-28.55,46.7,70.88,69.55,-0.36,2.67,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-15.46,NO
BRIGHOTEL.NS,60.25,59.95,44494,22885514541.25,60.880001068115234,59.5,91.7699966430664,54.36000061035156,-10.83,-1.89,-23.33,35.44,64.44,62.05,-0.97,2.09,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-13.15,NO
ASTRON.NS,4.19,4.21,14806,198029022.94437027,4.420000076293945,4.190000057220459,20.93000030517578,3.259999990463257,-7.71,0.24,-43.45,46.14,4.31,4.16,-0.02,0.24,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-19.62,NO
ANMOL.NS,11.42,11.47,17472,649959597.342205,11.680000305175781,11.149999618530273,19.170000076293945,8.399999618530273,-7.38,-4.75,-22.1,45.16,11.9,11.31,-0.01,0.62,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-12.48,NO
ABINFRA.NS,12.89,12.82,1886112,8233995069.710922,13.4399995803833,12.369999885559082,23.559999465942383,11.180999755859375,-17.11,-39.82,-36.22,27.25,14.71,15.82,-0.87,0.97,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-31.57,NO
BCPL.NS,71.56,72.46,28186,1196743494.4508057,71.80000305175781,68.87999725341797,92.0,60.0,5.58,0.0,-1.0,42.07,77.39,0.0,0.68,5.44,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,1.27,NO
AGARWALFT.NS,34.25,36.0,0,615334305.6,0.0,0.0,71.25,21.850000381469727,-9.63,7.03,-27.13,43.05,37.72,32.62,0.8,1.07,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-11.63,NO
ACCELYA.NS,1108.7,1120.2,3084,16548744841.878662,1129.199951171875,1101.0999755859375,1527.0,1012.4000244140625,-7.92,-8.82,-13.47,39.35,1153.0,1158.45,-14.43,28.89,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-10.41,NO
AFFORDABLE.NS,166.5,163.9,2360,1973208982.5,166.85000610351562,162.8000030517578,534.4000244140625,119.70999908447266,-10.34,-20.79,-24.95,45.45,173.65,165.84,-1.99,7.79,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-19.32,NO
BAGFILMS.NS,4.96,4.99,139641,1030281734.3238163,5.090000152587891,4.699999809265137,8.0,3.609999895095825,-6.06,-14.34,-23.34,46.77,5.11,4.88,-0.02,0.3,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-15.46,NO
AKG.NS,11.25,11.19,1531,357486480.0,11.550000190734863,11.140000343322754,16.81999969482422,9.079999923706055,-4.5,-22.36,-7.25,47.33,11.44,11.09,-0.04,0.59,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-10.96,NO
AHIMSA.NS,24.7,24.7,0,124806972.0,0.0,0.0,26.049999237060547,22.100000381469727,0.0,4.22,-3.33,46.58,24.7,24.77,-0.01,0.02,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-0.07,NO
AHLUCONT.NS,781.55,789.7,17549,52354126700.28076,792.2999877929688,774.25,1125.0,645.1500244140625,-9.85,-13.11,-22.63,35.27,845.45,790.74,-6.36,26.88,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-15.94,NO
BAWEJA.NS,31.95,33.5,0,1543261333.75,0.0,0.0,75.69999694824219,21.100000381469727,-7.26,-3.18,-24.38,49.92,33.58,30.57,-0.22,1.85,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-12.88,NO
BATAINDIA.NS,686.35,690.75,42017,88214873941.1206,688.4500122070312,680.4500122070312,1300.699951171875,605.0,-9.96,-24.16,-32.0,39.0,714.7,702.35,-8.98,17.86,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-23.04,NO
AIRAN.NS,16.35,16.31,12528,2044077047.6913452,16.770000457763672,16.309999465942383,32.650001525878906,12.630000114440918,-4.94,7.78,-21.88,47.35,16.87,16.22,-0.01,0.97,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-7.9,NO
BANARBEADS.NS,110.23,111.0,9014,731499750.3370209,114.5,109.58000183105469,164.6999969482422,96.80000305175781,-3.74,-13.81,-17.49,46.6,113.04,110.79,0.25,6.25,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-12.26,NO
BALAJITELE.NS,93.13,92.1,201477,11352760026.015358,94.1500015258789,90.5999984741211,141.32000732421875,69.5199966430664,-2.18,-3.56,-23.18,41.51,104.33,95.72,0.34,8.36,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-10.99,NO
AWHCL.NS,464.65,471.6,37696,13182901403.483002,477.25,463.04998779296875,693.0,372.5,-11.8,-12.38,-1.08,39.5,497.44,475.63,-5.32,18.21,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-7.69,NO
AKI.NS,4.91,4.86,41088,506741228.2120209,4.949999809265137,4.800000190734863,16.049999237060547,3.799999952316284,-3.73,-27.9,-36.56,46.94,5.04,4.88,-0.05,0.38,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-24.11,NO
ALMONDZ.NS,15.26,14.35,87964,2649849505.784588,16.200000762939453,13.989999771118164,26.600000381469727,10.680000305175781,-6.61,0.39,-10.55,46.78,16.21,14.95,-0.1,1.06,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-6.09,NO
ANDHRAPAP.NS,63.69,63.26,17443,12664768646.470814,63.88999938964844,62.66999816894531,90.0,58.0,-4.74,-5.76,-9.3,42.71,66.39,64.21,-0.25,2.27,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-6.87,NO
APCL.NS,113.95,115.84,2045,3347254268.1553345,115.0,111.6500015258789,155.0,98.3499984741211,-1.73,-19.3,-10.63,48.7,114.6,113.75,-0.37,5.22,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-10.56,NO
ARIHANTSUP.NS,240.5,245.15,61406,10401622835.5,244.35000610351562,235.0,465.0,188.8000030517578,-10.07,-15.06,-35.16,39.98,267.14,244.1,0.01,19.58,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-21.6,NO
AVSL.NS,119.7,119.7,0,1081417692.0,0.0,0.0,131.25,119.69999694824219,0.0,0.0,-0.25,9.35,119.7,119.7,-0.01,0.0,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-0.1,NO
AWFIS.NS,313.55,316.9,59809,22431520079.75299,318.1000061035156,310.25,718.9500122070312,229.0500030517578,-10.42,-18.67,-42.84,39.58,349.15,312.89,-0.66,18.4,15,14.25,13.54,14.26,AVOID,Unknown,45.0,22.35,NO,-25.86,NO
AMBEY.NS,25.75,27.1,0,1917163116.9999998,0.0,0.0,48.29999923706055,16.200000762939453,-4.81,-14.17,-38.69,38.1,31.52,25.71,0.08,1.46,10,9.5,9.03,9.51,AVOID,Unknown,46.0,16.02,NO,-21.17,NO
BOROLTD.NS,229.4,234.31,114118,27433401362.695038,231.0,221.16000366210938,397.95001220703125,213.72999572753906,-10.22,-7.2,-29.43,41.9,244.39,241.32,-4.85,11.56,10,9.5,9.03,9.51,AVOID,Unknown,46.0,16.02,NO,-17.0,NO
BONLON.NS,45.31,46.65,2119,742329973.4791183,47.470001220703125,44.709999084472656,57.0,34.5099983215332,-6.09,0.0,-2.87,41.19,50.51,44.41,0.54,2.87,10,9.5,9.03,9.51,AVOID,Unknown,46.0,16.02,NO,-2.98,NO
BAJAJINDEF.NS,269.0,277.9,15061,8608000000.0,275.95001220703125,267.29998779296875,580.25,207.25,-5.66,-8.1,-22.73,40.66,297.7,266.86,0.47,15.05,10,9.5,9.03,9.51,AVOID,Unknown,46.0,16.02,NO,-13.22,NO
ALICON.NS,646.6,653.05,3897,10563400345.151367,658.3499755859375,630.0,1022.0,580.0,-7.59,-18.62,-24.58,38.29,697.52,674.36,-6.59,33.19,10,9.5,9.03,9.51,AVOID,Unknown,46.0,16.02,NO,-17.7,NO
ARVINDFASN.NS,429.35,429.3,41723,57384770342.91531,431.3500061035156,424.54998779296875,579.0,366.20001220703125,-9.66,-10.67,-15.25,43.92,442.97,433.35,-4.43,17.35,10,9.5,9.03,9.51,AVOID,Unknown,46.0,16.02,NO,-12.2,NO
ARSSBL.NS,520.55,530.05,139140,32651628121.810913,527.4500122070312,517.25,794.8499755859375,416.0,-12.58,-9.67,-30.14,37.52,571.77,529.08,-6.06,22.45,10,9.5,9.03,9.51,AVOID,Unknown,46.0,16.02,NO,-18.73,NO
